subject,number,title,credits,description,prerequisites,corequisites,contact_hours,pathways
HNFE,2774,Topics in HNFE,1-3,"A variable-content course. Explores significant contemporary topics in the areas of nutrition, foods, exercise and health. May be repeated for up to six credits.",HNFE 1004,,"(1-3 Lec, 1-3 Crd)",
HNFE,2804,Exercise and Health,3,"Introduction to the foundations of exercise science as applied to healthy living, and the concept of exercise as medicine. Fundamentals of health appraisal, foundations of fitness training principles and prescription; nutrition and energy cost, and application of exercise prescription for disease prevention and treatment.",HNFE 1004 and BMSP 2135,,"(3 Lec, 3 Crd)",
HNFE,2824,Prevention and Care of Athletic Injuries,2,"An introduction to the techniques and principles of athletic training. I,II.",,,"(1 Lec, 3 Lab, 2 Crd)",
HNFE,2954,Study Abroad,1-19,,,,Variable credit course,
HNFE,2964,Field Work/Practicum,1-19,,,,Variable credit course,
HNFE,2974,Independent Study,1-19,,,,Variable credit course,
HNFE,2984,Special Study,1-19,,,,Variable credit course,
HNFE,2984A,Special Study,1-19,,,,Variable credit course,1A Discourse Advanced
HNFE,2984N,Special Study,1-19,,,,Variable credit course,1F Discourse Foundational
HNFE,2994,Undergraduate Research,1-19,,,,Variable credit course,
HNFE,3024,Science of Food Prep Lab,2,"Application of the principles of food science and food preparation techniques related to health promotion, disease prevention, and disease management. Selection, production, and evaluation of foods and beverages. Emphasis on experimentation illustrating chemical and physical reactions, sensory and physical properties, nutrient manipulation, cooking applications, and functions of foods.",( HNFE 1004 and CHEM 1036 ) or CHEM 1056 or ( ISC 2106 and FST 2014 ),,"(1 Lec, 3 Lab, 2 Crd)",
HNFE,3034,Methods of Human Health Assessment,2,"Evidence-based practice in areas of human health assessment including: anthropometric measurements, vital signs, body composition, aerobic capacity, muscular strength, energy requirements, and health behaviors. Comparison and analysis of assessment methods.",( HNFE 2014 or HNFE 2014H ) and BMSP 2136,,"(1 Lec, 3 Lab, 2 Crd)",
HNFE,3114,Foodservice and Meal Management,4,"Foodservice and meal management for the dietetics professional.  Emphasis is placed on understanding food procurement, production, distribution, and marketing in a safe and well managed operation. I",HNFE 3024 or HNFE 2224,,"(3 Lec, 3 Lab, 4 Crd)",
HNFE,3224,Communicating with Food,3,Development of oral and written communication skills to communicate food and nutrition information to diverse populations. II,( HNFE 2014 or HNFE 2014H ) and ( HNFE 3024 or HNFE 2224),,"(2 Lec, 3 Lab, 3 Crd)",
HNFE,3634,Epidemiologic Concepts of Health and Disease,3,"Designed to give students in the health sciences a basic understanding of the modern concepts regarding health and disease as well as skills in organizing epidemiological data, disease investigation and surveillance. Includes a survey of terms, concepts, and principles pertinent to epidemiology.  Lifestyles of populations and the relationships between lifestyles and health status are studied.",STAT 2004 or STAT 3005 or STAT 3604 or STAT 3615,,"(3 Lec, 3 Crd)",
HNFE,3804,Exercise Physiology,3,"Effects of exercise on physiology:  neuromuscular, metabolic, cardiopulmonary.  Scientific basis of physical training. I",BMSP 2136 and HNFE 2804,,"(3 Lec, 3 Crd)",
HNFE,3824,Kinesiology,3,"The anatomical and biomechanical basis of human motion, with applications for motor skill acquisition, and development and rehabilitative exercises. I",BMSP 2135 and BMSP 2136,PHYS 2205 or PHYS 2305 .,"(3 Lec, 3 Crd)",
HNFE,3954,Study Abroad,1-19,,,,Variable credit course,
HNFE,3984,Special Study,1-19,,,,Variable credit course,
HNFE,4004,Seminar in HNFE: Writing and Discourse in the Major,3,"Focused review of relevant and current literature in selected areas of food, nutrition and exercise. Develop practical strategies for finding research articles on specific topics utilizing a variety of search tools (e.g., library, on-line search engines, etc.). Develop analytical skills to critically assess the significance of published research data. Develop competence in written and verbal presentation of current research in formats suitable for a scientific or a lay audience.",COMM 2004 or ALCE 3634 and HNFE 2484,HNFE 4025,"(3 Lec, 3 Crd)",
HNFE,4024,Emerging Issues in Dietetics,1,"Investigation of emerging dietetics topics including professional development, new technologies, current legislative issues, and promising evidence-based practice strategies. Integration of knowledge from previous courses to support quality dietetics practice will be emphasized.",HNFE 4026,HNFE 4125,"(1 Lec, 1 Crd)",
HNFE,4025,Metabolic Nutrition,3,"4025: Study of bioenergetics and macronutrients, with emphasis on sources, interrelationships, and factors affecting utilization and metabolism.  Emphasis on how carbohydrates, lipids, and proteins are metabolized following a meal, during fasting conditions, and when exercising.  How metabolism of carbohydrates, lipids and proteins affects and is effected by metabolic disease such as obesity and diabetes will also be examined.  4026: Study of essential vitamins and minerals and their interaction with body systems, especially as these relate to food, exercise and health. Emphasis on how deficiency, toxicity and genetic conditions affect various organ systems, including bone, skin, digestive, and blood.  Historical and regulatory policies, and scientific studies establishing recommended dietary allowances for micronutrients are considered.",( HNFE 2014 or HNFE 2014H ) and ( BCHM 2024 or BCHM 3114 or BCHM 4115 ),,"(3 Lec, 3 Crd)",
HNFE,4026,Metabolic Nutrition,3,,HNFE 4025,,"(3 Lec, 3 Crd)",
HNFE,4114,Food and Nutritional Toxicology,3,"Principles of food and nutritional toxicology with primary emphasis on food components and food toxins including absorption, metabolism and excretion.  An overview of types of adverse food reactions including food allergy, food sensitivity, and food intolerance.  An overview of U.S. and international lawas and regulation of safety assessment of foods including food additives, dietary supplements, and residues of contaminants, pesticides, and antibiotics. Analysis of food and nutritional toxicity cases in the context of the food system, regulatory policies, and public communication.",BMSP 2136 and BCHM 2024 and HNFE 2484,,"(3 Lec, 3 Crd)",
HNFE,4125,Medical Nutrition Therapy,3,"Study of nutritional diagnostic, therapeutic and counseling services provided by a registered dietitian. 4125: Emphasis on the relationship between principles of nutritional care and the medical treatment of individuals with selected diseases or clinical problems. 4126:  Integration of knowledge of pathophysiology, biochemical, and clinical parameters, medical treatment and nutrition therapy for patients with selected clinical problems/disease states.",HNFE 2004 and HNFE 4026,HNFE 3034,"(3 Lec, 3 Crd)",
HNFE,4126,Medical Nutrition Therapy,3,"Study of nutritional diagnostic, therapeutic and counseling services provided by a registered dietitian.  4125: Emphasis on the relationship between principles of nutritional care and the medical treatment of individuals with selected diseases or clinical problems.  4126: Integration of knowledge of pathophysiology, biochemical, and clinical parameters, medical treatment and nutrition therapy for patients with selected clinical problems/disease states. 4125:  I.  4126:  II.",HNFE 4125,,"(3 Lec, 3 Crd)",
HNFE,4134,Experiential Approach to Nutritional Therapy,2,Use of didactic and experiential methods to learn and apply theories of behavior change in diverse nutrition counseling situations.  Pre: Instructor approval. I,HNFE 4644,HNFE 4125,"(2 Lec, 2 Crd)",
HNFE,4174,Nutrition and Physical Performance,3,"Nutritional requirements for the wellbeing and optimal performance of athletes.  Methods of assessment and modification of diet, performance, and body composition in athletes.  Evaluation of dietary ergogenic aids and supplements for performance and body composition.",HNFE 2804,HNFE 4025,"(3 Lec, 3 Crd)",
HNFE,4224,Alternative and Complementary Nutrition Therapies,2,"Critical evaluation of health claims, mechanisms of action, and research literature for a wide variety of alternative nutrition therapies used for disease prevention and treatment. Practical application of knowledge through completion of problem-based learning projects.",(BIOL 1005 or BIOL 1105 or BIOL 1205H) and (BIOL 1006 or BIOL 1106 or BIOL 1206H) and ( CHEM 1036 or CHEM 1056 ) or ISC 2106 and HNFE 2484,,"(2 Lec, 2 Crd)",
HNFE,4254,Experimental Foods,2,Experimental study of the functions of ingredients and factors affecting food quality with emphasis on an independent project.,HNFE 3234,,"(1 Lec, 3 Lab, 2 Crd)",
HNFE,4354,Dietary Supplements and Health,3,"Practical and fundamental aspects of widely used dietary supplements (micronutrients, macronutrients, prebiotics, probiotics, plant extracts, bioactive compounds,). Efficacy and mechanism of dietary and botanical supplements in weight management, health promotion, and disease prevention. Interaction of dietary supplements with gut microbiome. Safety and regulatory considerations of dietary supplements. Project-based learning practice with the integration of literature review, project development, writing, and oral presentation.",( BCHM 2024 or BCHM 3114 ) and ( BMSP 2136 and HNFE 2484 ),,"(3 Lec, 3 Crd)",
HNFE,4514,Nutritional Genomics,3,"Interactions between foods and nutrients with genetics, genomic DNA, and gene expression in humans and animals. Genetic variants that affect optimal health, metabolism and nutrition in individuals, as well as inheritance of these variants in individuals, and allele frequencies in populations. Scientific, ethical, and legal considerations of genes and nutrition knowledge, personalized testing, and genetic engineering. Junior standing.",HNFE 2484,,"(3 Lec, 3 Crd)",
HNFE,4624,Community Nutrition,3,The application of nutrition principles to an analysis of current applied nutrition programs and a study of the political and legislative processes affecting the practice of dietetics. I,( HNFE 2014 or HNFE 2014H ) and HNFE 4026,,"(3 Lec, 3 Crd)",
HNFE,4634,Socio-Cultural Food Systems,3,"Study of social, cultural, and economic aspects of food systems, using quantitative and qualitative methods to assess nutritional status.",HNFE 1004 and SOC 3004,,"(2 Lec, 2 Lab, 3 Crd)",
HNFE,4644,Health Counseling,3,"Roles, responsibilities, legal requirements and scope of the health professional. Interviewing, counseling, education, health promotion and behavior change strategies for diverse populations. Guidance and referral, health assessment, communication skills, and problem-solving. Application of counseling techniques such as goal-setting, ethical practice, cultural competence, evidence-based practice. Pre: Junior Standing.",,,"(3 Lec, 3 Crd)",
HNFE,4645,Applications in Nutrition Counseling,2,4645:  Experiential methods to apply theories of behavior change to promote nutrition and health changes.  Learn and apply nutrition care process using evidence-based knowledge through providing client-centered counseling to individuals. Understanding of contemporary issues related to behavior change and emerging issues through review of lay and professional literature. 4646:  Advance nutrition counseling skills through work with more diverse clients.  Learn and apply quality improvement skills to enhance nutrition counseling service.  Identify information on emerging issues and apply appropriately in counseling setting.,HNFE 4644,HNFE 4125,"(2 Lec, 2 Crd)",
HNFE,4646,Applications in Nutrition Counseling,2,,HNFE 4645,,"(2 Lec, 2 Crd)",
HNFE,4754,Advanced Human Anatomy and Pathophysiology,3,"Advanced laboratory course in human anatomy and physiology with an emphasis on how pathologic disease states affect human homeostasis. Congenital, genetic, chronic, and common global diseases with recognition and evaluation of causes, risk factors, and impact on body systems. Cadaver prosections will supplement models, specimens, and an advanced anatomy visualization system. Intended for students pursuing graduate education in health sciences.",BMSP 2136 and BMSP 2146,,"(2 Lec, 3 Lab, 3 Crd)",
HNFE,4774,Advanced Contemporary Topics in HNFE,1-3,"A variable-content course. Explores advanced topics in the areas of nutrition, foods, exercise or health using higher- order thinking and problem-solving skills. Qualitatively and quantitatively assess current facts supported by scientific literature, as well as controversial issues with conflicting data. May be repeated for a maximum of six credits. Junior Standing.",HNFE 2014 or HNFE 2014H and HNFE 2484,,"(1-3 Lec, 1-3 Crd)",
HNFE,4804,Exercise Metabolism and Disease,3,"Explores the role of exercise in the pathophysiology of human metabolic disease with an emphasis on obesity, diabetes, insulin resistance, and exercise tolerance at whole body, cellular and molecular level dysfunction. In-depth assessment of the prospect of exercise as preventive and therapeutic for treatment of metabolic diseases.",HNFE 4025 and HNFE 2804,HNFE 3804,"(3 Lec, 3 Crd)",
HNFE,4814,Advanced Athletic Injuries,2,"Medical documentation and administration. Practical experience in locating, identifying, and evaluating anatomic structures Mechanisms of injury and healing process, testing and evaluation of athletic injuries, treatment and rehabilitation of injury to return to play. Not part of an accredited athletic training program.",HNFE 2824 and HNFE 3804,,"(1 Lec, 3 Lab, 2 Crd)",
HNFE,4824,Advanced Kinesiology,3,"Advanced study of human movement during exercise. Integration of biomechanical, anatomical and neuromuscular concepts in the regulation of joint movement associated with exercise, injury and disease.",HNFE 3824 and HNFE 2484,,"(3 Lec, 3 Crd)",
HNFE,4834,Applications in Clinical Exercise,3,"Supervised experience with the Therapeutic Exercise and Community Health Center.  Direct Involvement with rehabilitative and preventive exercise and lifestyle programming for cardio-vascular, musculo-skeletal, and other conditions. Exercise leadership, case management, and daily operations.  Included seminars, lab experience, and individual meetings with participants and supervisors, related projects.",HNFE 3874,,"(9 Lab, 3 Crd)",
HNFE,4844,Exercise and Neuromuscular Performance,3,"Functional properties of the neuromuscular system.  Emphasis placed on the acute and chronic responses of muscle in exercise, rehabilitation and the factors which determine human performance.  Special emphasis on the molecular biological factors responsible for skeletal muscle development and differentiation, as well as adaptation to training and disease states, including activation of signal cascades responsible for the changes in muscle performance.",HNFE 3804 and HNFE 2484,,"(3 Lec, 3 Crd)",
HNFE,4854,Internship in Exercise Science and Health Promotion,1-3,Capstone internship experience in the fields of exercise science and/or health promotion.  The student will be immersed in the day-to-day challenges and responsibilities of a practicing health-fitness professional.  The 45 contact hours per credit will involve work experience in some aspect of exercise science and/or health promotion. Senior standing and Exercise and Health Promotion majors only.  May be repeated for maximum 3 credits.,HNFE 4834,,"(1-3 Lec, 1-3 Crd)",
HNFE,4954,Study Abroad,1-19,,,,Variable credit course,
HNFE,4964,Field Study,1-19,,,,Variable credit course,
HNFE,4974,Independent Study,1-19,,,,Variable credit course,
HNFE,4974H,Independent Study,1-19,,,,Variable credit course,
HNFE,4984,Special Study,1-19,,,,Variable credit course,
HNFE,4994,Undergraduate Research,1-19,,,,Variable credit course,
HNFE,4994H,Undergraduate Research,1-19,,,,Variable credit course,
HORT,1264,Landscape Skills Practicum,1,"Relevant skills important for the success in the landscape industry. Safe equipment operation, landscape, irrigation and hardscape installation, management and estimating techniques, marketing and sales strategies, and arboriculture methods.",,,"(3 Lab, 1 Crd)",
HORT,2134,Plants and Greenspaces in Urban Communities,3,"Modern concepts of sustainability changing plant use in urban settings.  Fundamentals of urban plant systems in the context of urban ecosystem management.  Philosophy and critical analysis of sustainability related to green infrastructure, including urban forests, green roofs, urban soils, urban wildlife, urban agriculture, and innovations merging plant and ecosystem functions with building and site engineering.  Multi-disciplinary emphasis at site, regional, and global, scales.",,,"(3 Lec, 3 Crd)","4 Reasoning in Natural Sci., 11 Intercultural&Global Aware."
HORT,2144,Indoor Plants,3,"Basic horticultural principles, identification and cultural criteria applicable to foliage and flowering plants grown indoors.  Specific plant groups discussed include ferns, cacti and succulents, and carnivorous plants, among many others.",,,"(3 Lec, 3 Crd)",
HORT,2164,Floral Design,3,"Fundamental art theory, historical and cultural influences, tools and techniques as applied to current floral art. Emphasis on applied experiential learning through designing, building and producing acceptable floral displays for home and public environments. Sustainable and ethical practices in growing and purchasing flowers. Fee $128.",,,"(2 Lec, 3 Lab, 3 Crd)","6A Critique & Practice in Arts, 6D Critique & Prac in Design, 10 Ethical Reasoning"
HORT,2184,"Plants, Places, and Cultures in a Global Context",3,"Impact of worldwide production and trade in fruits, vegetables, and cut flowers (horticultural commodities) on societies, cultures, economies, politics, and environment. Case studies covering history, economics, social/cultural impacts of producing fruit, vegetables, tea, coffee, and other horticultural crops in producing and consuming countries. Case studies illustrate inextricable interactions and interconnectedness between horticultural crops and cultures.",,,"(3 Lec, 3 Crd)","3 Reasoning in Social Sciences, 11 Intercultural&Global Aware."
HORT,2224,Horticulture Science and Industry,2,"Survey course of horticultural crops (fruits, vegetables, ornamentals) and enterprises.  Includes plant science and business aspects of horticultural production and service industries, and introduces related issues and emerging technologies such as work force characteristics, organic production, and biotechnology. I.",,,"(2 Lec, 2 Crd)",
HORT,2234,Environmental Factors in Horticulture,3,"Principles and practices in managing environmental factors - temperature, water, light, atmospheric gases and pollutants, and soil and minerals - that influence growth and production of horticultural plants.",,,"(3 Lec, 3 Crd)",
HORT,2244,Plant Propagation,3,Principles and practices of plant propagation by sexual and asexual methods.,,,"(2 Lec, 2 Lab, 3 Crd)",
HORT,2304,Plant Biology,3,"Introductory botany. Form, growth, function, reproduction, and ecological adaptations of major groups of plants.",( BIOL 1105 or ISC 2105 ) and BIOL 1106,,"(3 Lec, 3 Crd)",
HORT,2834,Sustainable Agriculture Practicum,3,"Hands-on training in sustainable agricultural production at a student-operated vegetable and fruit farm. Participation in tasks required in managing a diversified sustainable horticulture operation, including planting, pest management, irrigation, and post-harvest handling. Discussion of soil fertility, planning, efficiency, food safety and community food systems. May be repeated with different content, for a maximum of 6 credits.",,,"(1 Lec, 6 Lab, 3 Crd)",
HORT,2964,Field Study,1-19,,,,Variable credit course,
HORT,2974,Independent Study,1-19,,,,Variable credit course,
HORT,2984,Special Study,1-19,,,,Variable credit course,
HORT,3114,Wines and Vines,3,"Development of a working knowledge of world wine styles, wine appreciation, and sensory evaluation of wine. Emphasis on the influences of grape growing and winemaking practices on wine quality, style, economic value, and significance in global food culture. Pre: Must be at least 21 years of age.",,,"(3 Lec, 3 Crd)",
HORT,3324,Herbaceous Landscape Plants,3,"Identification, growing requirements, culture, landscape use, physiology, and propagation of native and non-native herbaceous landscape plants for temperate environments. Ornamental annuals and perennials; cultivated wildflowers, plants for wetland and aquatic systems.",HORT 2244,,"(2 Lec, 3 Lab, 3 Crd)",
HORT,3325,Woody Landscape Plants,3,"Functions, growing requirements, hardiness, problems, and methods of identification of landscape plant materials. 3325:  Commonly available woody landscape plants. 3326:  Native and rare woody landscape plants.",,,"(2 Lec, 3 Lab, 3 Crd)",
HORT,3326,Woody Landscape Plants,3,"Functions, growing requirements, hardiness, problems, and methods of identification of landscape plant materials. 3325:  Commonly available woody landscape plants. 3326:  Native and rare woody landscape plants.",,,"(2 Lec, 3 Lab, 3 Crd)",
HORT,3354,Trees in the Built Environment,3,"Science and practice of tree cultivation, conservation, and management in human-dominated environments along an urban to rural gradient.  Holistic study of landscape tree management: planning, planting, inspection, maintenance, removal, and wood waste utilization.  Examination of tree responses to urbanization and tree influences on built environments.  Emphasis on sustainable, ethical stewardship of landscape trees for the benefit of people and the environment.",( FREC 2314 or BIOL 2304 or HORT 2304 ) and ( FREC 2324 or HORT 3325 or HORT 3326 ),,"(3 Lec, 3 Crd)",
HORT,3664,Hardscape Materials and Installation,2,"Non-plant portions of landscape construction such as rock walls, paver floors, arbors, and water gardens.  The course covers the materials, construction methods, and business aspects required for hardscape construction.",HORT 2224,,"(6 Lab, 2 Crd)",
HORT,4004,Horticulture Seminar,1,Assessment of fundamental horticultural skills developed through academics and employment.  Includes career placement preparation and problem solving through research and production project design and implementation using a team approach.  Junior standing required.,,,"(1 Lec, 1 Crd)",
HORT,4205,Public Gardens Maintenance and Management,1,"4205: Principles and practices of winter annuals and spring blooming bulb production and installation; water garden cultivation and systems maintenance; fall fertilization programming; vegetative waste management; information dissemination and communication methods for public outreach including education, interpretive programs, and fundraising.  4206: Principles and practices of pruning, summer annual production; soil amendment and protection; plant collections/accessions curation and database management; personnel and financial management issues unique to public gardens. Pre: Junior standing required.",,,"(3 Lab, 1 Crd)",
HORT,4206,Public Gardens Maintenance and Management,1,"4205: Principals and practices of winter annuals and spring blooming bulb production and installation; water garden cultivation and systems maintenance; fall fertilization programming; vegetative waste management; information dissemination and communication methods for public outreach including education, interpretive programs, and fundraising. 4206:  Principles and practices of pruning, summer annual production; soil amendment and protection; plant collections/accessions curation and database management; personnel and financial management issues unique to public gardens.  Junior status required.",,,"(3 Lab, 1 Crd)",
HORT,4324,Greenhouse Management,3,"For persons who intend to manage or advise those managing commercial or institutional greenhouses. Includes greenhouse construction, environmenal controls, disease/insect identification and management, control of plant growth, root-zone management, and marketing and management principles specific to greenhouse operations. Pre:  Coursework or experience in plant growth and environmental management required.",,,"(3 Lec, 3 Crd)",
HORT,4334,Greenhouse and Controlled Environment Agriculture Management,3,"Managing commercial or institutional greenhouses and/or controlled environment operations. Construction, environmental controls, disease/insect identification and management, control of plant growth, root-zone management. Marketing, accounting, and management principles specific to greenhouse and controlled environment operations.",HORT 2234,,"(3 Lec, 3 Crd)",
HORT,4344,Production of Food Crops in Controlled Environment Agriculture,3,"Controlled environment agriculture. Study of major hydroponic systems used in the production of horticultural food crops. Crop life cycles, nutrient requirements. Cost analysis and troubleshooting common problems that arise in controlled environment systems.",HORT 4334,,"(3 Lec, 3 Crd)",
HORT,4504,Landscape Contracting,2,"Capstone course for students entering the landscape contracting industry.  Includes contracts, site plan interpretation, cost estimation and bidding, project sequencing, business marketing, irrigation design, and current issues.  Emphasis on real-world skills and problem solving. Pre: Senior Standing Required.",,,"(1 Lec, 3 Lab, 2 Crd)",
HORT,4545,Small Scale and Residential Landscape Design,4,"Development of graphic skills with concentration on a variety of media and techniques.  Basic theory and principles on design of small scale and residential landscapes with emphasis on spatial composition, user needs, ecology, and uses of plant materials and light construction.",HORT 3325,,"(2 Lec, 6 Lab, 4 Crd)",
HORT,4546,Small Scale and Residential Landscape Design,4,"Development of graphic skills with concentration on a variety of media and techniques.  Basic theory and principles on design of small scale and residential landscapes with emphasis on spatial composition, user needs, ecology, and uses of plant materials and light construction. 4545, I; 4546, II.",HORT 3325,,"(2 Lec, 6 Lab, 4 Crd)",
HORT,4554,Creating the Ecological City,3,"Multidisciplinary, team oriented, problem-solving approaches to creating cities that foster healthy interconnections between human and ecological systems. Analysis of problems from practical and ethical perspectives in the context of the diverse knowledge bases and values of decision-makers. Formation and utilization of integrated design teams to solve complex urban design and planning problems at a variety of scales. Senior standing.",HORT 2134 or FREC 2134,,"(3 Lec, 3 Crd)","3 Reasoning in Social Sciences, 6A Critique & Practice in Arts, 6D Critique & Prac in Design, 10 Ethical Reasoning"
HORT,4614,Ornamental Plant Production and Marketing,3,In-depth production and marketing of woody and herbaceous plants in wholesale nursery and floriculture/greenhouse and related retail outlets. Includes production laboratory.,HORT 2234 and HORT 2244 and HORT 4324 and AAEC 2434,,"(2 Lec, 3 Lab, 3 Crd)",
HORT,4644,Small Fruit Production,3,"Propagation, production, and marketing of small fruit crops for the mid-Atlantic region.  Emphasis on sustainable practices, market sectors, and health and nutritional benefits.  Blueberries, strawberries, brambles and other crops.",HORT 2234 and HORT 2244 and AAEC 2434,,"(3 Lec, 3 Crd)",
HORT,4654,Viticulture,3,"Overview of grapevine growth and development, factors affecting yield and grape quality, and regional industry. Vineyard financial considerations, site evaluation, varietal characteristics plus cultural practices of pruning, training, canopy management, fertilization and pest management.",HORT 2234,,"(3 Lec, 3 Crd)",
HORT,4744,Plant Establishment and Environmental Design,3,"Plant establishment and environmental design process for sustainable landscapes emphasizing the relationship between design of human-constructed landscapes and ecosystems at larger scales. Site assessment, urban soils, site rehabilitation, plant response to disturbed environments, green infrastructure and other contemporary landscape forms. Plant selection, sourcing, and installation to achieve environmental design goals. Emphasis on hands-on, experiential learning to achieve sustainable landscapes. Pre: Senior Standing.",HORT 2134 or FREC 2134 or CSES 3134 or ENSC 3134 or CSES 3114 or ENSC 3114 or GEOS 3614 or LAR 1254,,"(2 Lec, 3 Lab, 3 Crd)",
HORT,4764,Vegetable Crops,3,"A comprehensive study of major and minor vegetable crops of Virginia, the U.S., and world in relation to production practices, crop development, nutritional value, and quality characteristics.",HORT 2234,,"(3 Lec, 3 Crd)",
HORT,4784,Vegetable Seed Production,2,"The study of production agriculture or reproductive biology. Seed production, handling, identification, conditioning, enhancement, packaging, storage, testing, federal standards, and biotechnology.  Pre:  4764 or 2244 or equivalent experience in vegetable crops, plant propagation, or plant growth and development.",HORT 4764 or HORT 2244,,"(2 Lec, 2 Crd)",
HORT,4794,Medicinal Plants and Herbs,3,"Comprehensive study of medicinal plants/herbs history, production, processing, lore and documented scientific benefits.  Traditional plant medicinal practices of Native Americans, Chinese, Indians, European and African cultures will be contrasted with use of contemporary herbal products.",BIOL 1005 or BIOL 1105,,"(3 Lec, 3 Crd)",
HORT,4835,Organic Vegetable Production,2,"Detailed practices in organic vegetable production.  Issues in starting organic production, profitability, organic transition strategies and organic certification.",HORT 2254 and ALS 3404,,"(2 Lec, 2 Crd)",
HORT,4836,Organic Vegetable Production,2,"Detailed practices in organic vegetable production.  Issues of initial and improving soil quality in organic systems, factors that affect produce quality and whole-farm weed/disease/pest management.",HORT 4835,,"(2 Lec, 2 Crd)",
HORT,4845,Organic Vegetable Production Laboratory,1,"Field experiences, demonstrations, and farm tours complementing 4835 and 4836 lectures.",,HORT 4835,"(3 Lab, 1 Crd)",
HORT,4846,Organic Vegetable Production Laboratory,1,"Field experiences, demonstrations, and farm tours complementing 4835 and 4836 lectures.",,HORT 4836,"(3 Lab, 1 Crd)",
HORT,4964,Field Study,1-19,,,,Variable credit course,
HORT,4974,Independent Study,1-19,,,,Variable credit course,
HORT,4984,Special Study,1-19,,,,Variable credit course,
HORT,4994,Undergraduate Research,1-19,,,,Variable credit course,
HTM,1414,Introduction to Hospitality and Tourism Management,3,"Hospitality & Tourism industry segmentation, management structures and practices, the significance of service delivery, economic impact of tourism and career opportunities.  Concepts examined through readings, case studies and industry gues speakers.",,,"(3 Lec, 3 Crd)",
HTM,1984,Special Study,1-19,,,,Variable credit course,
HTM,2104,Careers in Hospitality and Tourism,1,"Provide students with an early start on understanding and identifying the many career options in the field of Hospitality and Tourism Management. In-depth focus on the different skills and training necessary for various career paths, including core hospitality and tourism management, hospitality and tourism business acumen, and hospitality and tourism strategy and innovation.  Emphasize the importance of personal job search strategies and provide networking opportunities with leaders in the industry. Students will create professional materials, including resumes and online profiles. Serves as a foundational course in preparing students for career success in the Hospitality and Tourism Management field. Pass/Fail only.",,,"(1 Lec, 1 Crd)",
HTM,2314,Introduction to International Business,3,"Fundamental concepts of international business. International business environment and how it affects decisions, the creation of competitive advantage in the multinational firm, and complexities of managing it.  Why international businesses exist, drivers of international expansion, differences among countries in terms of political, legal, economic, technological and cultural dimensions, and the complexity of international business decisions.  Causes and consequences of globalization, international trade, and analyzing the challenges of managing international business, with a focus on a number of industries, including hospitality and tourism. Operational, strategic, and ethical issues which are unique to multinational corporations.",,,"(3 Lec, 3 Crd)",
HTM,2434,Hospitality Sales,3,A comprehensive study of the management of the sales function and its role in the overall financial performance of hospitality operations.,,,"(3 Lec, 3 Crd)",
HTM,2454,Global Travel & Tourism Management,3,"Introduction to travel and tourism both domestically and abroad.  Includes topics such as the history, sociology and psychology of tourism; the tourism system, including private industry, associations and governing bodies; measuring and predicting travel motivations, behavior, and demand; and management issues in a global context.  Course concludes with an international travel research final project.",,,"(3 Lec, 3 Crd)","3 Reasoning in Social Sciences, 11 Intercultural&Global Aware."
HTM,2464,Designing the Service Experience,3,"An overview of the service industry, its historical and economic importance, social, psychological and cultural impacts and future trends. Emphasizes the unique characteristics and management challenges of service organizations.",,,"(3 Lec, 3 Crd)","3 Reasoning in Social Sciences, 11 Intercultural&Global Aware."
HTM,2474,Introduction to Meetings  and  Convention Management,3,A study of the meetings and convention industry.  Focus on the components and processes involved in developing and conducting meetings and conventions.,,,"(3 Lec, 3 Crd)",
HTM,2514,Catering Management,3,"Introduces students to various venues in which catering services can be offered, and presents an overview of the functions, processes, and controls found in successful catering management and operations; emphasis is placed on the sales/marketing aspects of the business.",,,"(3 Lec, 3 Crd)",
HTM,2954,Hospitality and Tourism Study Abroad,3,This course provides students with an international hospitality and tourism management business experience. It is only offered as part of a program outside the United States.  Students will learn from the structured educational experience developed by the faculty directing the study abroad program.  This course can be taken twice for a maximum of six credit hours.  Sophomore standing and a minimum GPA of 3.0 required.,,,"(3 Lec, 3 Crd)",
HTM,2964,Field Study,3,,,,"(3 Lec, 3 Crd)",
HTM,2974,Independent Study,1-19,,,,Variable credit course,
HTM,2984,Special Study,1-19,,,,Variable credit course,
HTM,3044,Private Club Management,3,"Develop an understanding of the private club sector of the hospitality industry.  Topic areas are divided into club fundamentals, revenue-generating operations within clubs and support functions/departments of club operations. Junior standing as well as background courses in basic financial management are suggested.",,,"(3 Lec, 3 Crd)",
HTM,3244,Franchising and Ownership in the Services Industries,3,"Theory and practice of franchising as a form of business ownership and a vehicle for entrepreneurship. Contemporary issues related to franchising in different segments of the services industries including hospitality and tourism. Legal aspects, financial viability, ethical issues, and agency relationships in franchising. Franchise concept development, franchisor-franchisee relationship, franchise agreements, family business, minority franchising, and international franchising. Pre: Junior standing.",,,"(3 Lec, 3 Crd)",
HTM,3414,Chef Lab: Culinary Operations Management,4,"Food and kitchen safety, hazard analysis, purchasing, recipe development, costing, and volume food preparation, in a commercial kitchen lab experience one day per week along with a two hour per week lecture. Design/Lab Studio. Pre: Sophomore standing.",,,"(2 Lec, 2 Lab, 4 Crd)",
